id,q_content
c1005,Do the people in this picture all work together?
c1006,Have all these people graduated from college?
c1007,Where is this man flying a kite?
c1008,Who is the man smiling to?
c1011,Where is this picture taken?
c1012,What is the name of the flying contraption?
c1013,Where do you think this image is taken in the world
c1014,What methods could the artist have used to tag the train?
c1015,How many WII games does this woman have?
c1016,What is her favorite game?
c1017,How long has he trained for this
c1018,How physically demanding is this sport 
c1019,What is the profession of the person who put together the items in this case?
c1020,Does this case belong to someone or was it put together for a photo only?
c1021,how old is the dog? 
c1022,does the owner have poop bags?
c1025,What game is she playing?
c1026,How old is this photo?
c1027,Do you think he hit a home run?
c1028,Did he get a run during his turn at bat?
c1029,Which country is this sign from?
c1030,How many cars are on the road here?
c1031,Is music a hobby or a career for this man?
c1032,Does playing the cello increase finger dexterity?
c1033,What kind of trip do you think these people are on?
c1034,Are elephants comfortable to ride?
c1035,Who is the better tennis player?
c1036,Who has been playing tennis the least amount of time?
c1039,Which beach is the man at?
c1040,What is he feeling right now?
c1041,Do you think there is a storm coming?
c1042,What season do you think this picture was taken in?
c1043,Why is this person holding a stuffed animal?
c1044,Where was this picture taken?
c1045,What event is this man attending?
c1046,What is the man so amused about?
c1047,Are they related to each other?
c1048,what condition does the man in the wheelchair have?
c1051,Where are they going surfing?
c1052,What kind of waves were in the water?
c1053,Are the children siblings?
c1054,What emotions are the children feeling?
c1057,Why is the man on a horse?
c1058,What sort of event is this?
c1059,Are any of these people related?
c1060,Do these people go to school together?
c1061,why is that one person sitting on his suitcase in the middle?
c1062,what airport is this?
c1063,Which bus would you want to get on?
c1064,What do you think they eat in this country?
c1065,Are these buses in working order?
c1066,What country is this?
c1067,Where are the suitcases going?
c1068,Did any luggage get left behind or sent onto the wrong plane?
c1069,Is the man in the picture an experienced horseback rider?
c1070,Does this man own the horse he is riding?
c1071,Where do these buses go?
c1072,What kind of food is sold at those stalls?
c1073,Why so many transportation bus’s not in use in the same place?
c1074,What kind of meetings/festival is possibly going on here
c1075,What beach is this person going surfing at?
c1076,How cold is the water?
c1077,Is this a celebration or comeptition?
c1078,What country was the picture taken in?
c1079,How long has this person been playing cello?
c1080,Does this person know how to play any other instruments?
c1081,How are the people in the photography related?
c1082,What is the woman on the right feeling?
c1083,Who else is at the table?
c1084,How many slices did this man eat?
c1085,What year do you think these couches were purchased?
c1086,Do you think these people are going to go out to lunch?
c1089,Where is this image located?
c1090,What are the shops on the left side selling?
c1091,are they at a library or classroom?
c1092,which game are they playing?
c1095,is that a baby house and it’s mother?
c1096,how much do horses interact with one another? 
c1097,How old are the horses?
c1098,Where do the horses live?
c1099,What part of the world is this beach?
c1100,Are these people experienced surfers?
c1101,Are these people professionals or amateur surfers?
c1102,Are these people on vacation?
c1103,Where was this picture taken?
c1104,Where did this person buy the kite?
c1105,Do these horses belong to the photographer?
c1106,Are these horses familiar or related to each other?
c1107,Are the horses expensive to purchase?
c1108,"Which horse, or both  is a male?"
c1109,Are the people in this picture related to each other?
c1110,How high can a kite like this realistically fly?
c1111,Where did they get married?
c1112,When do you think the wedding took place?
c1113,What country is this?
c1114,Can boys play soccer on this team as well?
c1115,Are umbrellas used more for rain or for shade?
c1116,Are UV rays blocked by umbrellas?
c1117,What restaurant is he eating at?
c1118,Is this man an amputee?
c1119,Are the individuals in this photo siblings?
c1120,What types of snacks do these two like to have?
c1121,How cold is the water?
c1122,Are the two surfers romantically involved?
c1123,What is the child feeling right now?
c1124,Who else is out of frame?
c1125,How long did the bridesmaids know the bride?
c1126,Are any of the wedding guests immediate family?
c1127,Do you think these horses are related?
c1128,Do you think these horses are wild or tamed?
c1129,Which country is this?
c1130,What does the paper say that the man in the foreground is looking at?
c1131,why are his shoes so dirty
c1132,why does he need these
c1135,What do you think that kite is supposed to be?
c1136,Have you ever participated in a community event like this?
c1137,What is the purpose of the picture being taken?
c1138,Do these men plan to eat the pizza?
